This file was created by CMPT_ME_RETS using the 202309 CRSP database.  It contains,,,,,,,,,,,,,,,,,,,
value- and equal-weighted returns for size portfolios.  Each record contains returns for:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Negative (not used)  30%  40%  30%     5 Quintiles    10 Deciles,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The portfolios are constructed at the end of Jun.  The annual returns are from January,,,,,,,,,,,,,,,,,,,
to December.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Missing data are indicated by -99.99 or -999.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
  Equal Weight Returns -- Monthly,,,,,,,,,,,,,,,,,,,
Date,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,02-Dec,03-Dec,04-Dec,05-Dec,06-Dec,07-Dec,08-Dec,09-Dec,Hi 10
197708,-99.99,0.01,-0.87,-1.82,0.05,-0.6,-0.41,-1.8,-1.91,0.24,-1,-0.32,-0.93,-0.56,-0.21,-1.93,-1.65,-2.41,-1.4
197709,-99.99,1.78,0.72,0.06,1.89,0.55,1.26,0.44,-0.43,2.05,1.03,0.71,0.36,1.91,0.46,-0.06,0.97,-0.2,-0.67
197710,-99.99,-1.96,-2.62,-4.23,-1.92,-2.38,-2.72,-3.41,-4.24,-1.81,-2.53,-2.32,-2.43,-2.36,-3.17,-2.67,-4.21,-3.72,-4.76
197711,-99.99,7.46,7.22,5.25,7.36,8.13,7,6.85,4.34,7.1,8.77,8.37,7.86,6.91,7.11,6.78,6.92,4.41,4.28
197712,-99.99,2.63,1.31,0.27,2.72,1.64,1.27,0.72,0.32,2.72,2.7,1.83,1.42,1.51,0.97,1.24,0.16,0.63,0.01
197801,-99.99,0.25,-4.18,-5.73,0.55,-3.07,-4.05,-5.34,-5.94,0.94,-1.48,-2.58,-3.61,-3.96,-4.17,-5.34,-5.34,-5.33,-6.56
197802,-99.99,3.56,1.21,-1.68,3.8,1.31,1.35,-0.3,-1.89,3.95,3.01,1.24,1.38,1.98,0.57,0.61,-1.27,-1.93,-1.85
197803,-99.99,7.5,5.57,4.15,7.57,6.57,5.25,5.05,3.76,7.67,7.02,6.79,6.32,5.03,5.51,5.21,4.89,4.65,2.85
197804,-99.99,8.28,7.37,8.08,8.34,7.72,7.33,7.04,8.58,8.37,8.19,7.73,7.71,7.15,7.56,6.94,7.15,7.76,9.41
197805,-99.99,8.21,4.7,2.69,8.45,5.61,4.72,3.58,2.43,9,5.54,6.01,5.15,4.99,4.4,3.96,3.17,2.81,2.04
197806,-99.99,1.49,0.11,-1.18,1.7,-0.11,0.02,-0.37,-1.31,1.9,0.65,-0.4,0.22,0.09,-0.08,0.16,-0.95,-1.16,-1.46
197807,-99.99,4.9,5.92,6.07,4.77,6.49,5.01,6.6,5.6,4.58,5.71,5.98,7.1,5.17,4.79,6.29,6.93,5.18,6.05
197808,-99.99,10.84,7.19,3.83,11.14,8.31,7.15,5.17,3.2,11.96,7.03,8.21,8.42,6.96,7.39,5.33,5.01,3.75,2.63
197809,-99.99,1.13,-1.17,-0.86,1.39,-1.08,-1.08,-1.18,-0.98,1.84,-0.83,-1.16,-0.98,-0.74,-1.53,-1.71,-0.62,-0.67,-1.31
197810,-99.99,-19.5,-16.97,-11.15,-19.46,-19.22,-16.96,-13.65,-10.26,-19.24,-20.54,-19.8,-18.55,-17.63,-16.07,-14.43,-12.82,-11.72,-8.73
197811,-99.99,4.14,5.36,3.06,3.83,6.69,5.23,3.47,3.04,3.19,6.97,6.85,6.51,6.01,4.2,3.83,3.09,3.22,2.85
197812,-99.99,1.29,2.12,1.01,1.26,2.09,2.16,1.22,0.88,1.16,1.72,1.59,2.65,2.41,1.83,1.18,1.25,0.51,1.26
197901,-99.99,10.39,7.53,5.53,10.49,8.9,7.7,6.38,4.89,10.6,9.95,9.53,8.19,7.42,8.07,6.07,6.7,5.46,4.3
197902,-99.99,-1.44,-2.73,-3.39,-1.36,-2.54,-2.58,-3.38,-3.09,-1.1,-2.61,-2.22,-2.9,-1.99,-3.36,-2.85,-3.93,-2.69,-3.51
197903,-99.99,8.15,8.99,7.02,7.95,9.4,9.66,8.08,6.2,7.78,8.76,9.93,8.8,10,9.19,7.64,8.54,7.24,5.12
197904,-99.99,3.23,2.28,0.2,3.47,2.15,1.67,1.54,-0.18,3.65,2.55,1.12,3.29,2.01,1.22,2.17,0.9,-0.28,-0.07
197905,-99.99,-0.84,-1.43,-0.78,-0.8,-1.21,-1.69,-0.88,-0.83,-0.71,-1.24,-1.18,-1.24,-1.57,-1.85,-1.08,-0.68,0.02,-1.72
197906,-99.99,5.38,5.56,5.86,5.25,6.29,5.24,6.2,5.41,5.2,5.48,6.61,5.93,5.87,4.4,5.73,6.67,5.98,4.83
197907,-99.99,2.06,3.43,2,1.99,2.93,3.45,2.68,2.05,1.72,3.31,2.57,3.4,2.98,4.06,3.42,1.92,2.74,1.33
197908,-99.99,7.64,7.57,6.59,7.6,7.87,7.48,7.38,6.25,7.56,7.8,7.97,7.75,8.02,6.78,7.57,7.2,6.17,6.34
197909,-99.99,-0.24,-0.05,-0.38,-0.15,-0.6,-0.28,-0.36,0.13,-0.12,-0.32,-1,-0.06,0.53,-1.32,0.56,-1.29,-0.05,0.31
197910,-99.99,-9.96,-9.62,-7.79,-9.79,-10.97,-9.4,-8.71,-7.37,-9.49,-11.23,-11.33,-10.49,-9.76,-8.93,-8.87,-8.56,-8.11,-6.61
197911,-99.99,6.18,8.1,6.52,5.89,8.28,8.18,7.61,6.22,5.38,8.31,8.54,7.94,9.01,7.11,8.16,7.06,6.57,5.86
197912,-99.99,7.68,4.8,2.92,7.89,5.9,4.49,3.38,3.04,8.2,6.41,5.94,5.85,5.08,3.72,4.04,2.73,3.63,2.43
198001,-99.99,11.82,6.26,5.19,12.38,6.8,6.46,5.49,5.13,13.27,8.18,7.19,6.3,6.7,6.16,5.69,5.29,5.41,4.85
198002,-99.99,-0.08,-3.27,-2.7,0.12,-2.42,-3.32,-3.07,-2.51,0.56,-1.98,-1.74,-3.3,-3.07,-3.65,-3.11,-3.03,-3.35,-1.67
198003,-99.99,-17.48,-14.91,-9.42,-17.52,-16.55,-15.17,-12.16,-8.31,-17.53,-17.49,-17.16,-15.75,-16.13,-13.93,-12.95,-11.4,-9.1,-7.52
198004,-99.99,4.73,6.61,5.94,4.54,6.2,7.19,6.69,5.12,4,7.06,6.32,6.05,6.62,7.94,5.96,7.4,5.67,4.57
198005,-99.99,6.83,9,6.94,6.7,8.68,8.47,8.67,6.35,6.45,7.88,7.93,9.66,8.61,8.3,9.34,8.01,6.21,6.49
198006,-99.99,4.27,4.61,3.75,4.25,4.64,4.63,4.51,3.13,4.19,4.52,4.45,4.88,5.13,3.98,4.13,4.88,3.82,2.43
198007,-99.99,9.45,9.76,7.37,9.29,10.84,9.04,8.17,7.65,9.02,10.56,10.69,11.02,8.93,9.17,9.34,6.84,8.34,6.95
198008,-99.99,7.84,4.62,1.62,8.07,5.88,4.29,2.63,1.78,8.29,7.06,6.1,5.6,4.15,4.45,3.77,1.31,2.36,1.19
198009,-99.99,5.76,3.02,3.02,6.08,3.13,3.11,3,3.04,6.59,3.7,3.33,2.9,3.4,2.77,3,2.99,3.38,2.69
198010,-99.99,5.47,2.08,0.95,5.76,3.17,2.05,0.73,0.96,6.23,3.55,3.27,3.05,2.75,1.23,0.57,0.92,1.51,0.4
198011,-99.99,6.52,7.06,7.98,6.44,7.34,5.87,7.56,9.06,6.37,6.77,7.17,7.56,5.04,6.84,9,5.88,8.07,10.07
198012,-99.99,-3.85,-1.95,-0.8,-3.93,-2.57,-1.95,-1.63,-0.75,-3.92,-3.99,-3.24,-1.76,-1.43,-2.56,-2.26,-0.9,-1.22,-0.27
198101,-99.99,1.6,-0.82,-2.99,1.81,-0.3,-0.53,-1.76,-3.66,2.15,0.22,-0.04,-0.62,-0.49,-0.58,-1.81,-1.7,-2.74,-4.6
198102,-99.99,-0.04,2.07,2.03,-0.17,1.63,1.96,2.16,1.69,-0.15,-0.24,0.95,2.45,1.85,2.1,1.7,2.69,1.44,1.94
198103,-99.99,7.3,7.92,6.77,7.21,7.77,8.01,8.37,5.95,7.17,7.39,7.99,7.5,7.38,8.74,8.39,8.35,7.5,4.38
198104,-99.99,3.73,2.22,-0.77,3.94,2.73,2.15,0.15,-1.11,4.04,3.47,2.14,3.43,2.17,2.13,0.4,-0.13,-0.46,-1.75
198105,-99.99,3.03,2.44,1.33,3.1,2.64,2.36,1.95,1.14,3.22,2.54,2.56,2.72,2.07,2.7,2.17,1.69,1.49,0.8
198106,-99.99,-0.31,-1.3,-0.63,-0.15,-1.72,-0.85,-0.81,-0.8,0,-0.87,-1.53,-1.95,-0.71,-1.01,-1.26,-0.3,-1.49,-0.11
198107,-99.99,-2.23,-1.85,-0.55,-2.26,-2.03,-1.72,-1.28,-0.48,-2.09,-3.11,-1.97,-2.1,-1.39,-2.11,-1.76,-0.7,-1.09,0.16
198108,-99.99,-8,-6.53,-5.37,-8.03,-7.53,-6.32,-5.29,-5.68,-7.98,-8.27,-7.72,-7.31,-5.92,-6.8,-5.73,-4.77,-5.89,-5.46
198109,-99.99,-9.85,-6.43,-5.91,-10.02,-7.57,-6.36,-6.47,-5.52,-10.3,-8.67,-8.38,-6.6,-7.09,-5.48,-6.32,-6.65,-5.49,-5.56
198110,-99.99,7.07,7.54,6.81,6.91,8.48,7.47,6.24,7.13,6.53,8.74,8.53,8.42,7.64,7.28,6.27,6.19,7.39,6.87
198111,-99.99,1.1,3.71,4.7,0.8,3.89,3.03,4.97,4.36,0.32,3.15,3.69,4.14,3.49,2.46,4.64,5.36,3.99,4.75
198112,-99.99,-1.93,-1.92,-2.92,-1.98,-1.74,-1.87,-2.37,-2.9,-2.07,-1.54,-1.5,-2.02,-1.56,-2.24,-1.87,-2.97,-2.27,-3.56
198201,-99.99,-1.06,-4.2,-2.87,-0.88,-3.35,-4.13,-3.99,-2.54,-0.58,-2.31,-2.64,-4.18,-4.52,-3.63,-4.41,-3.5,-3.15,-1.92
198202,-99.99,-4.61,-4.56,-4.64,-4.54,-4.97,-4.48,-4.04,-5.19,-4.44,-5,-5.18,-4.73,-5.06,-3.76,-4.45,-3.56,-4.95,-5.44
198203,-99.99,-1.08,-0.95,-1.39,-1.11,-1.17,-0.62,-1.14,-1.32,-1.05,-1.4,-0.88,-1.51,-0.65,-0.58,-0.82,-1.52,-1.32,-1.33
198204,-99.99,5.39,5.48,5.02,5.41,5.74,5.32,5.01,4.7,5.28,6.05,5.22,6.34,5.56,5.02,4.48,5.65,4.81,4.58
198205,-99.99,-1.89,-3.52,-4.3,-1.81,-3.22,-2.92,-4.19,-4.4,-1.75,-2.11,-2.59,-3.97,-3.01,-2.81,-4.26,-4.11,-4.7,-4.08
198206,-99.99,-3.56,-3.02,-2.61,-3.55,-3.07,-3.68,-2.51,-2.71,-3.39,-4.28,-3.71,-2.31,-4.21,-3.02,-2.59,-2.41,-3.69,-1.67
198207,-99.99,-1.61,-1.24,-2.94,-1.57,-1.13,-1.79,-2.65,-2.64,-1.48,-2.11,-1.98,-0.14,-1.44,-2.18,-1.88,-3.5,-3.33,-1.95
198208,-99.99,4.48,10.46,13.03,4.14,8.09,11.14,12.48,12.98,3.63,6.98,7.54,8.74,11.05,11.25,11.89,13.12,12.33,13.63
198209,-99.99,3.23,3.75,1.88,3.13,4.14,3.93,2.98,1.07,2.95,4.12,4.17,4.12,4.63,3.15,2.58,3.41,1.61,0.54
198210,-99.99,12.88,13.98,12.44,12.7,14.01,13.75,14.37,12.14,12.26,15.13,14.52,13.41,13.55,13.99,15.62,13.01,11.7,12.57
198211,-99.99,10.32,8,4.54,10.61,8.08,7.92,6.29,4.16,11.23,7.23,7.72,8.51,8.4,7.36,7.26,5.25,4.57,3.74
198212,-99.99,2.63,0.65,1.57,2.81,0.8,0.6,1.7,1.14,3.04,1.59,1.04,0.51,0.56,0.64,1.07,2.38,1.45,0.83
198301,-99.99,13.47,5.39,3.2,14.3,6.54,4.96,3.35,3.08,15.35,8.62,6.03,7.14,5.5,4.36,3.28,3.43,3.08,3.08
198302,-99.99,5.97,4.72,2.92,6.03,5.24,4.71,3.54,3.04,6.26,4.77,5.49,4.95,5.08,4.29,4.31,2.7,2.58,3.49
198303,-99.99,5.69,4.05,3.59,5.85,3.93,4.54,3.41,3.87,6.18,4.06,4.29,3.51,4.91,4.12,3.74,3.05,3.9,3.83
198304,-99.99,8.45,7.12,6.4,8.54,8.15,6.33,6.27,6.51,8.68,7.76,7.71,8.66,6.63,5.99,6.35,6.19,6.4,6.61
198305,-99.99,11.36,4.88,2.24,11.84,6.35,4.54,4.23,1.47,12.35,9.1,7.14,5.45,4.65,4.43,4.71,3.71,3.24,-0.27
198306,-99.99,5.27,4.01,2.96,5.36,4.37,3.81,3.44,3.02,5.76,3.21,4.44,4.29,4.54,2.98,3.99,2.85,3.08,2.95
198307,-99.99,-1.39,-3.23,-3.54,-1.31,-2.85,-2.79,-3.32,-3.74,-1.21,-1.85,-2.15,-3.78,-2.56,-3.07,-3.45,-3.18,-3.36,-4.13
198308,-99.99,-4.17,-2.48,0.57,-4.24,-3.29,-2.87,-0.29,0.69,-4.53,-2.7,-3.61,-2.88,-3.37,-2.29,-0.86,0.35,-0.19,1.59
198309,-99.99,-0.6,2.88,1.88,-0.99,2.57,2.99,2.74,1.84,-1.29,0.59,2.74,2.35,2.24,3.88,3.46,1.94,2.23,1.45
198310,-99.99,-6.14,-5.68,-2.62,-6.13,-6.59,-5.39,-3.96,-2.01,-6.04,-6.61,-6.24,-7.04,-5.92,-4.76,-4.17,-3.73,-2.82,-1.19
198311,-99.99,2.22,5.5,3.76,1.99,5.18,5.2,5.01,2.88,1.56,4.24,4.21,6.43,5.16,5.26,4.72,5.33,3.04,2.72
198312,-99.99,-2.32,-1.97,-1.28,-2.48,-1.44,-1.86,-1.94,-0.92,-2.6,-1.87,-0.9,-2.14,-1.97,-1.73,-1.95,-1.93,-1.47,-0.37
198401,-99.99,1.37,-2.83,-2.08,1.73,-1.64,-3.44,-3.6,-1.15,2.21,-0.74,-1.72,-1.54,-2.88,-4.12,-3.44,-3.77,-1.44,-0.85
198402,-99.99,-5.63,-5.67,-4.51,-5.65,-5.33,-5.96,-5.22,-4.5,-5.6,-5.9,-5.48,-5.14,-5.87,-6.06,-5.85,-4.53,-4.97,-4.02
198403,-99.99,0.54,0.99,1.73,0.56,0.39,0.97,1.7,1.93,0.55,0.6,0.39,0.39,1.25,0.63,2.01,1.36,2.25,1.61
198404,-99.99,-2.56,-0.36,-0.82,-2.77,-0.49,-0.22,-1.71,0.13,-3.05,-1.33,-0.72,-0.2,-0.44,0.04,-0.99,-2.51,-1.05,1.33
198405,-99.99,-4.8,-5.48,-5.38,-4.73,-5.6,-5.57,-5.07,-5.29,-4.7,-4.87,-5.39,-5.88,-5.82,-5.27,-4.64,-5.54,-5.11,-5.47
198406,-99.99,0.85,3.22,2.93,0.67,2.67,3.45,3.04,2.82,0.32,2.44,2.39,3.02,3.85,2.98,2.97,3.12,2.71,2.94
198407,-99.99,-5.25,-3.49,-1.94,-5.3,-4.2,-3.25,-3.57,-1.29,-5.54,-3.99,-4.74,-3.56,-3.59,-2.86,-3.94,-3.16,-1.51,-1.05
198408,-99.99,7.81,12.38,11.93,7.34,12.32,13.1,12.27,11.38,6.71,10.71,12.78,11.78,13.28,12.89,11.68,12.94,11.62,11.14
198409,-99.99,-0.17,-0.08,0.28,-0.13,-0.49,0.23,0.41,-0.11,-0.08,-0.43,-0.5,-0.48,0.31,0.13,-0.13,1.03,0.59,-0.84
198410,-99.99,-2.9,-0.76,0.97,-3.05,-1.03,-0.65,-0.15,0.95,-3.27,-1.93,-1.32,-0.69,-0.09,-1.31,-1.17,1,1.01,0.9
198411,-99.99,-4,-1.15,-0.61,-4.13,-2.26,-0.58,-1.03,-0.56,-4.53,-2.09,-2.64,-1.8,-0.7,-0.45,-1.34,-0.69,-0.09,-1.05
198412,-99.99,0.05,2.44,2.88,-0.16,2.16,2.75,2.56,2.86,-0.5,1.57,2.19,2.12,2.91,2.55,2.25,2.91,3.15,2.56
198501,-99.99,13.19,11.45,8.17,13.12,13.02,11.19,10.36,7.53,13.11,13.18,13.94,11.91,11.09,11.31,11.23,9.37,7.43,7.64
198502,-99.99,5.71,1.7,1.93,6.04,2.6,1.04,1.63,1.94,6.69,2.67,2.45,2.77,1.39,0.62,1.39,1.91,2.02,1.84
198503,-99.99,-1.07,-1.3,0.49,-0.95,-2.16,-1.25,-0.2,0.93,-0.84,-1.51,-2.26,-2.05,-0.91,-1.65,-0.08,-0.34,1.09,0.77
198504,-99.99,-1.47,-0.65,-0.52,-1.44,-1.23,-0.44,-0.95,-0.48,-1.61,-0.57,-1.74,-0.61,-0.23,-0.67,-1.27,-0.59,-0.52,-0.43
198505,-99.99,1.48,4.18,6.71,1.23,3.73,4.35,5.46,7.09,1.04,2.2,3.92,3.5,4.41,4.27,5,5.99,7.01,7.18
198506,-99.99,-0.13,2.14,2.11,-0.25,1.9,1.94,1.7,2.15,-0.53,1.13,1.13,2.83,1.81,2.09,1.4,2.03,2.42,1.86
198507,-99.99,2.27,1.79,-0.89,2.19,2.82,1.7,0.1,-1.15,2.08,2.77,3,2.62,1.8,1.59,0.53,-0.42,-1.64,-0.64
198508,-99.99,-0.39,-0.54,-0.3,-0.37,-0.4,-0.9,-0.29,-0.21,-0.35,-0.51,-0.52,-0.27,-1,-0.77,-0.14,-0.48,-0.29,-0.12
198509,-99.99,-6.04,-5.32,-4.26,-6.08,-5.72,-5.01,-5.2,-3.86,-6.23,-5.27,-5.71,-5.73,-5.43,-4.48,-5.37,-4.99,-4.49,-3.19
198510,-99.99,0.93,4.32,5.68,0.58,4.34,4.12,5.2,5.65,0.05,3.36,4.32,4.36,4.28,3.92,4.76,5.72,6.84,4.42
198511,-99.99,4.75,7.6,7.04,4.45,7.76,7.25,7.33,7.33,3.97,6.88,7.69,7.85,7.8,6.56,8.01,6.51,7.31,7.35
198512,-99.99,2.66,4.1,4.38,2.42,4.51,4.36,4.1,4.36,1.98,4.63,5.08,3.88,4.77,3.86,3.84,4.42,4.12,4.62
198601,-99.99,5.24,1.66,1.78,5.71,1,2.06,1.48,1.86,6.37,2.36,0.75,1.27,1.98,2.16,1.36,1.62,2.64,1.04
198602,-99.99,5.79,7.15,8.43,5.58,7.4,7.29,7.53,8.76,5.37,6.64,7.82,6.92,7.66,6.83,7.25,7.85,8.92,8.59
198603,-99.99,4.66,5.54,4.94,4.7,4.75,5.33,5.46,5.4,4.47,5.82,4.32,5.23,4.44,6.41,6.59,4.13,4.86,5.99
198604,-99.99,1.9,0.88,-1.58,2.01,1.14,1.2,-0.89,-2.05,2.14,1.38,0.81,1.52,1.62,0.68,-1.02,-0.74,-2.34,-1.74
198605,-99.99,3.4,4.57,5.43,3.43,3.55,4.78,4.97,5.69,3.31,3.99,3.1,4.05,4.46,5.16,4.98,4.97,5.64,5.75
198606,-99.99,0.86,0.59,1.39,0.92,0.72,0.16,0.81,1.55,1.11,0,0.3,1.18,-0.43,0.88,0.57,1.1,1.37,1.75
198607,-99.99,-7.77,-7.93,-5.59,-7.59,-8.86,-8.31,-6.56,-4.85,-7.38,-8.6,-9.44,-8.22,-8.99,-7.49,-6.3,-6.86,-5.11,-4.55
198608,-99.99,0.41,5.23,7.36,0.1,3.8,5.32,7.23,7.08,-0.19,1.42,3.26,4.4,4.09,6.81,6.68,7.84,7.15,7
198609,-99.99,-6.11,-6.59,-8.43,-6.11,-6.46,-6.37,-7.09,-9,-5.93,-6.94,-6.16,-6.8,-6.55,-6.14,-6.77,-7.44,-8.37,-9.71
198610,-99.99,1.72,4.01,6.57,1.45,4.18,3.43,5.69,6.82,1.22,2.48,4.19,4.16,3.57,3.26,5.27,6.15,6.63,7.03
198611,-99.99,-1.21,-0.09,1.34,-1.32,-0.37,-0.14,0.91,1.58,-1.48,-0.56,-0.23,-0.52,0.03,-0.35,0.9,0.92,1.47,1.72
198612,-99.99,-4.08,-2.46,-3.26,-4.25,-2.52,-2.27,-3.24,-3.07,-4.41,-3.56,-2.56,-2.48,-2.39,-2.12,-2.92,-3.59,-3.49,-2.61
198701,-99.99,11.72,11.94,12.94,11.7,11.83,11.58,13.03,13,11.78,11.34,11.86,11.79,11.34,11.87,13.2,12.84,12.48,13.57
198702,-99.99,7.96,7.19,5.14,8.04,7.7,6.88,5.86,4.75,7.97,8.35,7.21,8.23,7,6.73,5.92,5.8,5.05,4.41
198703,-99.99,3.9,1.37,1.09,4.05,1.96,1.56,0.97,1.19,4.61,1.52,2.56,1.29,1.95,1.09,1.02,0.93,0.89,1.5
198704,-99.99,-1.49,-3.29,-2.89,-1.35,-3.3,-3.31,-2.66,-2.45,-1.06,-2.68,-2.64,-4.04,-3.71,-2.82,-1.75,-3.65,-2.77,-2.1
198705,-99.99,0.26,-0.29,0.5,0.32,-0.61,-0.04,0.58,0.45,0.6,-0.96,-0.21,-1.05,0.05,-0.15,0.58,0.59,0.01,0.93
198706,-99.99,1.95,3.63,5.03,1.87,2.85,3.92,4.11,5.46,2.01,1.21,2.63,3.1,3.72,4.18,3.95,4.29,5.57,5.34
198707,-99.99,2.97,4.03,4.9,2.97,3.23,4.21,4.78,4.63,3.07,2.45,2.9,3.63,3.83,4.72,4.25,5.39,4.72,4.53
198708,-99.99,1.03,3.72,3.62,0.76,3.76,3.63,3.83,3.76,0.43,2.41,3.91,3.59,4.42,2.53,4.24,3.36,3.39,4.17
198709,-99.99,-1.51,-1.98,-2.13,-1.43,-2.15,-2.29,-1.66,-2.12,-1.2,-2.59,-2.34,-1.91,-2.27,-2.32,-1.22,-2.15,-2.55,-1.63
198710,-99.99,-28.19,-27.75,-22.25,-28.13,-29.15,-27.21,-25.08,-21.29,-27.68,-30.41,-28.84,-29.53,-28.09,-26,-25.95,-24.09,-22.13,-20.35
198711,-99.99,-5.43,-4.75,-7.16,-5.47,-5.23,-4.35,-5.25,-7.66,-5.33,-6.19,-4.97,-5.54,-4.51,-4.13,-4.41,-6.21,-6.66,-8.79
198712,-99.99,1.09,9.04,8.22,0.51,7.92,9.03,8.87,8.19,-0.71,6.57,7.14,8.88,9.21,8.79,9.38,8.27,8.62,7.71
198801,-99.99,9.05,4.5,5.52,9.35,5.28,4.78,4.27,5.83,9.96,6.28,5.93,4.49,4.27,5.46,3.71,4.91,6.21,5.4
198802,-99.99,5.98,8.96,6.24,5.86,8.53,8.53,8.3,5.06,5.58,7.23,7.27,10.07,8.88,8.08,8.11,8.51,5.65,4.4
198803,-99.99,4.41,2.18,-1.61,4.48,3.64,1.75,0.69,-2.87,4.41,4.83,3.61,3.68,2.19,1.17,0.59,0.8,-2.01,-3.82
198804,-99.99,1.44,1.19,0.31,1.38,2.24,0.8,0.17,0.3,1.22,2.15,2.11,2.39,0.84,0.74,0.05,0.31,0.63,-0.06
198805,-99.99,-1.94,-1.47,0.4,-1.82,-3.08,-0.78,-0.31,0.52,-1.67,-2.54,-3.21,-2.93,-1.48,0.17,-0.74,0.17,-0.1,1.2
198806,-99.99,4.48,6.99,5.88,4.17,7.38,6.57,7.4,5.41,3.94,5.33,7.57,7.15,6.63,6.49,7.94,6.79,5.96,4.81
198807,-99.99,0.48,-1.52,-1.27,0.58,-0.62,-1.65,-1.88,-1.02,0.75,-0.45,-0.35,-1.02,-1.36,-2.08,-2.04,-1.7,-1.76,-0.27
198808,-99.99,-2.16,-2.67,-2.36,-2.14,-2.76,-2.52,-1.79,-2.62,-2.09,-2.45,-2.25,-3.48,-2.97,-1.88,-1.67,-1.92,-2.83,-2.4
198809,-99.99,1.61,2.86,4.19,1.44,2.99,2.6,3.43,4.92,1.3,2.23,3.2,2.69,2.75,2.39,3.88,2.93,5.08,4.76
198810,-99.99,-1.93,-0.36,1.47,-2.08,-0.72,-0.2,0.29,2.17,-2.15,-1.7,-0.53,-0.99,-0.25,-0.13,0.3,0.28,1.37,2.98
198811,-99.99,-4.57,-2.37,-2.24,-4.71,-3.06,-2.39,-2.16,-2.09,-4.87,-3.76,-3.36,-2.64,-2.26,-2.59,-1.85,-2.51,-2.7,-1.47
198812,-99.99,1.79,3.48,2.23,1.45,4.33,3.84,2.37,2.05,1.27,2.5,4.84,3.62,3.9,3.74,2.22,2.53,2.05,2.04
198901,-99.99,6.62,4.79,6.56,6.8,4.6,4.79,5.95,6.97,7.16,4.74,4.97,4.08,3.8,6.21,6.04,5.85,7.17,6.76
198902,-99.99,0.49,0.67,-1.25,0.39,1.39,0.48,0,-2,0.36,0.53,1.4,1.38,0.49,0.46,-0.06,0.05,-1.43,-2.58
198903,-99.99,1.6,1.79,2.11,1.56,1.89,2.14,1.1,2.56,1.34,2.8,1.99,1.75,3.09,0.79,0.92,1.31,2.14,3
198904,-99.99,2.68,5.1,4.97,2.58,3.97,5.18,5.42,5.02,2.66,2.09,3.59,4.5,5.28,5.04,5.9,4.88,4.55,5.5
198905,-99.99,2.52,4.1,4.38,2.44,3.35,4.45,4.11,4.49,2.39,2.74,3.19,3.58,4.28,4.69,4.02,4.2,4.5,4.48
198906,-99.99,-1.35,-1.35,-0.2,-1.24,-2.25,-0.98,-0.49,-0.33,-1.12,-1.94,-2.3,-2.18,-1.02,-0.92,-0.95,0.03,0.11,-0.77
198907,-99.99,2.04,4.88,8.29,1.73,4.42,4.7,7.17,8.68,1.5,3.03,4.67,4.08,4.65,4.78,6.8,7.59,7.86,9.51
198908,-99.99,1.68,3.43,2.61,1.48,3.32,3.2,3.75,2.36,1.41,1.86,3.37,3.24,3.02,3.43,4.36,3.06,3.38,1.31
198909,-99.99,0.44,-0.1,-0.69,0.49,0.33,-0.28,-1.45,-0.11,0.53,0.31,0.03,0.75,0.02,-0.67,-1.23,-1.71,-0.44,0.23
198910,-99.99,-5.28,-5.65,-3.72,-5.22,-6.21,-5.38,-4.59,-3.03,-5.04,-6.19,-5.81,-6.76,-5.59,-5.12,-4.28,-4.95,-4.39,-1.63
198911,-99.99,-1.75,0.67,1.66,-2.02,0.32,1.29,1.14,1.48,-2.36,-0.16,0.57,-0.03,0.93,1.74,0.43,1.97,1.05,1.92
198912,-99.99,-2.44,0.3,1.98,-2.77,0.15,0.07,1.95,1.86,-3.06,-1.23,0.38,-0.17,-0.46,0.76,1.74,2.2,1.78,1.95
199001,-99.99,-4.15,-8.72,-7.81,-3.62,-8.75,-8.89,-8.29,-7.28,-2.83,-7.91,-8.6,-8.95,-9.78,-7.74,-7.89,-8.75,-7.52,-7.04
199002,-99.99,1.91,2.55,1.75,1.67,3.11,3.22,2.12,1.38,1.61,1.99,3.89,2.03,3.58,2.75,1.86,2.41,1.69,1.06
199003,-99.99,2.38,3.23,1.75,2.13,4,2.95,2.79,1.74,2.12,2.18,4.46,3.36,3.62,2.1,3.69,1.75,0.88,2.63
199004,-99.99,-2.17,-4.33,-3.85,-2.07,-3.82,-3.61,-4.77,-3.42,-1.69,-4.07,-2.98,-4.99,-3.21,-4.12,-4.89,-4.64,-4.37,-2.44
199005,-99.99,3.52,7.16,9.32,3.15,6.28,7.18,9.1,9.61,2.78,5.15,6.54,5.92,6.35,8.23,9.35,8.8,9.6,9.63
199006,-99.99,0.59,-0.09,-1.08,0.76,-0.36,0.27,-1.12,-1.22,1.09,-0.97,-0.73,0.14,0.98,-0.62,-1.38,-0.83,-1.8,-0.62
199007,-99.99,-3.24,-3.54,-1.84,-3.14,-4.15,-3.64,-2.07,-1.5,-2.81,-4.76,-4.03,-4.32,-3.46,-3.87,-1.73,-2.44,-2.28,-0.67
